# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website ""Reliable Prognosis"", rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time in Espoo / Tapiola,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.12.2020 11:00,0.4,762.0,762.7,,93,Wind blowing from the south-southeast,7,12,15,100%.,"Snow, slight. ",,,,,,100%.,200-300,,,1.4,-0.6,0.5,1,,,,
04.12.2020 08:00,1.9,761.6,762.4,,77,Wind blowing from the south-southeast,6,12,13,100%.,No significant weather observed. ,,,0.7,2.0,,100%.,300-600,,,30.0,-1.8,No precipitation,12,,,,
04.12.2020 05:00,1.5,762.1,762.9,,75,Wind blowing from the south-southeast,8,13,14,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,30.0,-2.5,No precipitation,1,,,,
04.12.2020 02:00,1.6,762.5,763.3,,84,Wind blowing from the south-southeast,6,11,11,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,45.0,-0.8,No precipitation,1,,,,
03.12.2020 23:00,1.1,763.3,764.0,,81,Wind blowing from the south-southeast,5,9,10,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,50.0,-1.8,No precipitation,1,,,,
03.12.2020 20:00,0.7,763.7,764.4,,75,Wind blowing from the south,5,,10,100%.,No significant weather observed. ,,,-1.0,0.7,,100%.,300-600,,,45.0,-3.3,No precipitation,12,,,,
03.12.2020 17:00,0.5,764.5,765.2,,73,Wind blowing from the south-southeast,5,9,10,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,50.0,-3.9,No precipitation,1,,,,
03.12.2020 14:00,0.1,765.1,765.8,,82,Wind blowing from the south-southeast,5,9,11,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,50.0,-2.7,No precipitation,1,,,,
03.12.2020 11:00,-0.1,766.3,766.9,,80,Wind blowing from the south-southeast,4,,10,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,45.0,-3.2,No precipitation,1,,,,
03.12.2020 08:00,-1.0,766.6,767.2,,84,Wind blowing from the south-southeast,5,9,10,100%.,No significant weather observed. ,,,-1.0,1.7,,100%.,300-600,,,28.0,-3.4,No precipitation,12,,,,
03.12.2020 05:00,-0.3,767.3,768.1,,77,Wind blowing from the south-southeast,5,,10,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,45.0,-3.9,No precipitation,1,,,,
03.12.2020 02:00,0.2,768.3,769.0,,87,Wind blowing from the south,5,8,12,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,25.0,-1.8,No precipitation,1,,,,
02.12.2020 23:00,0.8,768.9,769.6,,85,Wind blowing from the south,7,12,13,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,20.0,-1.5,No precipitation,1,,,,
02.12.2020 20:00,1.7,769.3,770.0,,81,Wind blowing from the south,6,12,12,100%.,No significant weather observed. ,,,1.7,3.4,,100%.,300-600,,,21.0,-1.2,No precipitation,12,,,,
02.12.2020 17:00,2.3,769.7,770.5,,79,Wind blowing from the south,6,11,11,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,21.0,-1.0,No precipitation,1,,,,
02.12.2020 14:00,2.5,770.6,771.3,,83,Wind blowing from the south,6,,10,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,16.0,-0.2,No precipitation,1,,,,
02.12.2020 11:00,3.1,771.1,771.8,,84,Wind blowing from the south-southwest,6,11,11,"90  or more, but not 100%",No significant weather observed. ,,,,,,70 – 80%.,300-600,,,14.0,0.6,No precipitation,1,,,,
02.12.2020 08:00,2.5,770.7,771.4,,91,Wind blowing from the south-west,5,9,10,100%.,"Rain, not freezing, slight. ",,,2.4,4.7,,100%.,600-1000,,,9.0,1.2,3,12,,,,
02.12.2020 05:00,4.0,770.2,770.9,,82,Wind blowing from the south-southwest,6,,12,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,300-600,,,17.0,1.1,No precipitation,1,,,,
02.12.2020 02:00,4.6,769.7,770.4,,91,Wind blowing from the south-west,5,8,10,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,300-600,,,20.0,3.3,0.1,1,,,,
01.12.2020 23:00,4.6,768.8,769.6,,93,Wind blowing from the south-west,4,7,9,100%.,"Rain shower(s) or intermittent rain, moderate. ",,,,,,100%.,300-600,,,7.0,3.6,0.3,1,,,,
01.12.2020 20:00,3.3,767.3,768.0,,98,Wind blowing from the south-southwest,4,5,6,"90  or more, but not 100%",Rain (not freezing). ,,,3.0,5.7,,50%.,600-1000,,,24.0,3.0,1,12,,,,
01.12.2020 17:00,4.3,766.0,766.7,,91,Wind blowing from the south-west,4,7,7,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,,,,70 – 80%.,300-600,,,45.0,3.0,0.2,1,,,,
01.12.2020 14:00,5.5,764.4,765.1,,87,Wind blowing from the south-west,4,6,6,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,40.0,3.5,No precipitation,1,,,,
01.12.2020 11:00,5.7,762.7,763.4,,88,Wind blowing from the west-southwest,5,8,9,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,40.0,3.9,No precipitation,1,,,,
01.12.2020 08:00,4.1,761.0,761.7,,95,Wind blowing from the south-southwest,6,9,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,0.7,4.1,,100%.,600-1000,,,35.0,3.4,3,12,,,,
01.12.2020 05:00,2.9,760.6,761.2,,96,Wind blowing from the south,6,10,10,100%.,"Rain, not freezing, slight. ",,,,,,100%.,200-300,,,13.0,2.3,0.5,1,,,,
01.12.2020 02:00,1.6,760.6,761.4,,91,Wind blowing from the south,4,7,7,100%.,Shower(s) or intermittent precipitation. ,,,,,,100%.,300-600,,,30.0,0.2,No precipitation,1,,,,
30.11.2020 23:00,1.1,760.5,761.2,,94,Wind blowing from the south,4,8,8,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,300-600,,,8.0,0.3,0.6,1,,,,
30.11.2020 20:00,1.1,760.7,761.4,,95,Wind blowing from the south,4,6,8,100%.,"Rain shower(s) or intermittent rain, slight. ",,,0.0,1.8,,100%.,300-600,,,18.0,0.4,2,12,,,,
30.11.2020 17:00,1.8,761.2,762.0,,92,Wind blowing from the south,4,7,7,100%.,"Rain, not freezing, slight. ",,,,,,100%.,300-600,,,28.0,0.6,No precipitation,1,,,,
30.11.2020 14:00,0.9,762.2,763.0,,98,Wind blowing from the south-southeast,2,4,4,100%.,"Drizzle, not freezing, slight. ",,,,,,100%.,300-600,,,7.0,0.6,No precipitation,1,,,,
30.11.2020 11:00,0.3,763.6,764.3,,96,Wind blowing from the north-east,3,4,5,100%.,"Snow, slight. ",,,,,,100%.,100-200,,,1.9,-0.2,0.1,1,,,,
30.11.2020 08:00,0.0,764.7,765.4,,96,Wind blowing from the north-east,4,6,6,100%.,Snow grains ,,,-0.6,0.2,,100%.,100-200,,,7.0,-0.6,0.8,12,,,,
30.11.2020 05:00,-0.5,766.3,766.9,,94,Wind blowing from the north-northeast,4,8,8,100%.,"Rain (or drizzle) and snow, slight. ",,,,,,100%.,200-300,,,2.8,-1.4,0.3,1,,,,
30.11.2020 02:00,-0.5,767.7,768.4,,88,Wind blowing from the north-northeast,4,8,9,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,600-1000,,,29.0,-2.2,No precipitation,1,,,,
29.11.2020 23:00,-0.1,769.3,769.9,,89,Wind blowing from the north-east,5,8,8,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,29.0,-1.7,No precipitation,1,,,,
29.11.2020 20:00,-0.2,769.9,770.7,,90,Wind blowing from the north-northeast,4,8,8,100%.,No significant weather observed. ,,,-0.3,1.1,,100%.,600-1000,,,29.0,-1.7,3,12,,,,
29.11.2020 17:00,0.2,770.6,771.4,,94,Wind blowing from the east-northeast,5,7,8,100%.,"Precipitation, slight or moderate. ",,,,,,100%.,300-600,,,10.0,-0.7,0.1,1,,,,
29.11.2020 14:00,0.8,771.2,772.0,,96,Wind blowing from the east-northeast,5,8,8,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,8.0,0.2,0.1,1,,,,
29.11.2020 11:00,0.9,771.7,772.4,,98,Wind blowing from the east-northeast,3,5,5,100%.,Snow ,,,,,,100%.,300-600,,,10.0,0.6,0.4,1,,,,
29.11.2020 08:00,0.6,771.8,772.5,,97,Wind blowing from the north-northeast,3,4,4,100%.,"Rain, not freezing, slight. ",,,0.6,1.8,,100%.,100-200,,,2.4,0.1,1,12,,,,
29.11.2020 05:00,1.1,771.7,772.4,,97,Wind blowing from the north-east,4,5,7,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,100-200,,,12.0,0.6,No precipitation,1,,,,
29.11.2020 02:00,1.0,771.9,772.6,,97,Wind blowing from the north-east,3,5,6,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,10.0,0.5,0.2,1,,,,
28.11.2020 23:00,1.6,771.9,772.6,,91,Wind blowing from the north-east,3,5,7,100%.,"Precipitation, slight or moderate. ",,,,,,100%.,200-300,,,12.0,0.2,No precipitation,1,,,,
28.11.2020 20:00,1.8,771.4,772.1,,84,Wind blowing from the north-east,4,6,7,100%.,No significant weather observed. ,,,1.0,2.0,,100%.,600-1000,,,45.0,-0.7,No precipitation,12,,,,
28.11.2020 17:00,1.7,770.8,771.6,,85,Wind blowing from the north-east,4,7,7,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,40.0,-0.6,No precipitation,1,,,,
28.11.2020 14:00,2.0,770.2,770.9,,83,Wind blowing from the north-east,5,7,8,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,45.0,-0.6,No precipitation,1,,,,
28.11.2020 11:00,1.4,769.8,770.5,,82,Wind blowing from the north-east,4,7,8,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,45.0,-1.3,No precipitation,1,,,,
28.11.2020 08:00,1.0,768.3,769.0,,79,Wind blowing from the north-northeast,4,7,9,100%.,No significant weather observed. ,,,0.4,1.4,,100%.,600-1000,,,50.0,-2.2,No precipitation,12,,,,
28.11.2020 05:00,0.8,767.3,768.1,,79,Wind blowing from the north-northeast,5,8,9,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,45.0,-2.4,No precipitation,1,,,,
28.11.2020 02:00,1.1,766.3,767.0,,78,Wind blowing from the north-northeast,4,9,9,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,50.0,-2.4,No precipitation,1,,,,
27.11.2020 23:00,1.1,765.2,765.9,,85,Wind blowing from the north-northeast,4,8,9,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,50.0,-1.2,No precipitation,1,,,,
27.11.2020 20:00,1.5,763.3,763.9,,82,Wind blowing from the north-northeast,7,13,13,70 – 80%.,No significant weather observed. ,,,0.6,1.6,,70 – 80%.,300-600,,,45.0,-1.3,No precipitation,12,,,,
27.11.2020 17:00,1.2,761.7,762.4,,86,Wind blowing from the north,6,12,12,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,300-600,,,50.0,-0.9,No precipitation,1,,,,
27.11.2020 14:00,1.3,759.8,760.5,,81,Wind blowing from the north,6,9,11,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,50.0,-1.6,No precipitation,1,,,,
27.11.2020 11:00,0.8,758.7,759.4,,81,Wind blowing from the north,6,11,11,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,50.0,-2.1,No precipitation,1,,,,
27.11.2020 08:00,0.8,757.3,757.9,,82,Wind blowing from the north,6,9,9,100%.,No significant weather observed. ,,,0.2,3.1,,100%.,600-1000,,,50.0,-2.0,No precipitation,12,,,,
27.11.2020 05:00,0.6,756.3,757.0,,80,Wind blowing from the north-northwest,5,10,10,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,50.0,-2.5,No precipitation,1,,,,
27.11.2020 02:00,0.4,755.5,756.3,,85,Wind blowing from the north,7,11,11,100%.,"Snow, slight. ",,,,,,100%.,600-1000,,,3.3,-1.8,No precipitation,1,,,,
26.11.2020 23:00,2.1,754.9,755.5,,85,Wind blowing from the north-northwest,6,11,11,100%.,Precipitation ,,,,,,100%.,300-600,,,17.0,-0.2,No precipitation,1,,,,
26.11.2020 20:00,2.9,754.4,755.2,,89,Wind blowing from the north-west,4,7,7,no clouds,No significant weather observed. ,,,2.8,7.7,,,,,,50.0,1.3,1,12,,,,
26.11.2020 17:00,4.8,754.2,754.9,,87,Wind blowing from the west,3,4,8,20–30%.,No significant weather observed. ,,,,,,20–30%.,300-600,,,50.0,2.8,No precipitation,1,,,,
26.11.2020 14:00,6.4,753.8,754.6,,95,Wind blowing from the west-southwest,5,7,7,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0",200-300,,,27.0,5.6,No precipitation,1,,,,
26.11.2020 11:00,7.1,753.7,754.4,,93,Wind blowing from the south-west,5,7,7,100%.,"Drizzle, not freezing, slight. ",,,,,,100%.,1500-2000,,,28.0,6.1,0.3,1,,,,
26.11.2020 08:00,7.7,753.6,754.3,,95,Wind blowing from the south-west,4,6,7,100%.,"Rain, not freezing, slight. ",,,7.7,8.7,,100%.,200-300,,,7.0,7.0,0.5,12,,,,
26.11.2020 05:00,8.3,754.0,754.6,,87,Wind blowing from the south-west,7,10,12,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,28.0,6.2,No precipitation,1,,,,
26.11.2020 02:00,8.2,754.6,755.3,,89,Wind blowing from the south-west,7,9,,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,25.0,6.4,No precipitation,1,,,,
25.11.2020 23:00,8.5,755.2,755.8,,91,Wind blowing from the south-west,6,,,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,25.0,7.1,No precipitation,1,,,,
25.11.2020 20:00,8.5,755.8,756.5,,95,Wind blowing from the south-west,8,12,13,100%.,Rain (not freezing). ,,,1.4,8.5,,100%.,200-300,,,26.0,7.7,4,12,,,,
25.11.2020 17:00,6.2,757.1,757.8,,99,Wind blowing from the south,6,10,10,100%.,"Drizzle, not freezing, moderate. ",,,,,,100%.,50-100,,,8.0,6.0,0.8,1,,,,
25.11.2020 14:00,5.4,758.2,758.9,,97,Wind blowing from the south,6,10,10,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,12.0,5.0,0.4,1,,,,
25.11.2020 11:00,3.5,759.5,760.3,,94,Wind blowing from the south-southeast,3,,,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,30.0,2.6,No precipitation,1,,,,
25.11.2020 08:00,1.4,759.5,760.3,,90,Wind blowing from the east-northeast,2,3,3,100%.,No significant weather observed. ,,,-0.3,1.4,,100%.,300-600,,,45.0,-0.1,0.1,12,,,,
25.11.2020 05:00,1.0,758.9,759.6,,92,Wind blowing from the east,2,3,3,100%.,Precipitation ,,,,,,100%.,600-1000,,,50.0,-0.2,No precipitation,1,,,,
25.11.2020 02:00,0.9,758.2,759.0,,95,Wind blowing from the east-northeast,2,3,3,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,1000-1500,,,21.0,0.2,No precipitation,1,,,,
24.11.2020 23:00,0.4,757.8,758.5,,96,Wind blowing from the north-east,1,2,2,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,23.0,-0.2,No precipitation,1,,,,
24.11.2020 20:00,0.1,757.2,757.9,,94,Wind blowing from the west-southwest,2,2,2,100%.,No significant weather observed. ,,,0.0,4.5,,100%.,"2500 or more, or no clouds.",,,40.0,-0.7,No precipitation,1,,,,
24.11.2020 17:00,1.2,756.7,757.4,,86,Wind blowing from the west,2,3,4,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,50.0,-0.9,No precipitation,1,,,,
24.11.2020 14:00,4.3,756.4,757.1,,74,Wind blowing from the west-northwest,4,7,8,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,45.0,0.0,,,,,,
24.11.2020 11:00,3.7,755.8,756.4,,79,Wind blowing from the west-northwest,6,8,9,no clouds,No significant weather observed. ,,,,,,,,,,45.0,0.4,No precipitation,1,,,,
24.11.2020 08:00,2.6,754.6,755.3,,86,Wind blowing from the west,4,5,7,50%.,No significant weather observed. ,,,2.6,4.5,,50%.,600-1000,,,50.0,0.5,No precipitation,12,,,,
24.11.2020 05:00,3.2,753.7,754.4,,86,Wind blowing from the west,5,9,9,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,50.0,1.0,No precipitation,1,,,,
24.11.2020 02:00,4.1,752.7,753.4,,84,Wind blowing from the west,5,7,9,50%.,Precipitation ,,,,,,50%.,1000-1500,,,50.0,1.6,No precipitation,1,,,,
23.11.2020 23:00,3.5,751.1,751.9,,91,Wind blowing from the west,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,45.0,2.2,No precipitation,1,,,,
23.11.2020 20:00,4.4,749.2,749.9,,87,Wind blowing from the west,4,7,7,100%.,"Rain shower(s) or intermittent rain, slight. ",,,4.0,6.5,,100%.,300-600,,,24.0,2.4,0.5,12,,,,
23.11.2020 17:00,4.7,748.6,749.2,,86,Wind blowing from the west,6,10,10,100%.,"Rain, not freezing, slight. ",,,,,,100%.,600-1000,,,12.0,2.6,0.4,1,,,,
23.11.2020 14:00,6.2,747.4,748.0,,70,Wind blowing from the west-southwest,6,9,9,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,50.0,1.1,No precipitation,1,,,,
23.11.2020 11:00,5.6,746.9,747.7,,72,Wind blowing from the west-southwest,6,10,11,no clouds,No significant weather observed. ,,,,,,,,,,50.0,0.8,No precipitation,1,,,,
23.11.2020 08:00,4.8,746.2,746.9,,80,Wind blowing from the west-southwest,5,7,9,70 – 80%.,No significant weather observed. ,,,4.4,6.9,,70 – 80%.,"2500 or more, or no clouds.",,,50.0,1.6,No precipitation,12,,,,
23.11.2020 05:00,4.8,746.2,746.8,,83,Wind blowing from the south-west,6,8,8,"90  or more, but not 100%",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,40.0,2.2,No precipitation,1,,,,
23.11.2020 02:00,5.2,745.7,746.4,,83,Wind blowing from the west-southwest,5,7,9,20–30%.,No significant weather observed. ,,,,,,20–30%.,600-1000,,,40.0,2.5,No precipitation,1,,,,
22.11.2020 23:00,5.6,745.6,746.2,,83,Wind blowing from the west-southwest,5,6,9,40%.,No significant weather observed. ,,,,,,40%.,1000-1500,,,30.0,2.9,No precipitation,1,,,,
22.11.2020 20:00,6.9,745.5,746.2,,75,Wind blowing from the south-west,6,8,9,"90  or more, but not 100%",No significant weather observed. ,,,6.1,7.5,,"90  or more, but not 100%",1000-1500,,,30.0,2.7,No precipitation,12,,,,
22.11.2020 17:00,6.5,745.6,746.4,,76,Wind blowing from the south-west,6,9,9,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,1000-1500,,,26.0,2.6,No precipitation,1,,,,
22.11.2020 14:00,7.2,746.3,747.0,,72,Wind blowing from the west-southwest,8,11,,20–30%.,No significant weather observed. ,,,,,,20–30%.,600-1000,,,27.0,2.5,No precipitation,1,,,,
22.11.2020 11:00,7.0,747.3,748.0,,77,Wind blowing from the south-west,7,,,40%.,No significant weather observed. ,,,,,,40%.,"2500 or more, or no clouds.",,,30.0,3.2,No precipitation,1,,,,
22.11.2020 08:00,6.3,747.6,748.3,,85,Wind blowing from the south-west,5,8,10,"90  or more, but not 100%",No significant weather observed. ,,,5.5,7.5,,"90  or more, but not 100%",600-1000,,,30.0,4.0,16,12,,,,
22.11.2020 05:00,6.1,747.4,748.0,,92,Wind blowing from the west-southwest,5,8,10,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,45.0,4.9,No precipitation,1,,,,
22.11.2020 02:00,7.3,747.4,748.1,,92,Wind blowing from the west,6,9,10,"90  or more, but not 100%",Precipitation ,,,,,,40%.,300-600,,,45.0,6.1,No precipitation,1,,,,
21.11.2020 23:00,6.7,748.4,749.1,,96,Wind blowing from the south-southwest,11,17,23,100%.,"Rain, not freezing, heavy. ",,,,,,100%.,200-300,,,3.0,6.1,5,1,,,,
21.11.2020 20:00,5.7,752.4,753.1,,93,Wind blowing from the south-southwest,12,18,21,100%.,"Rain, not freezing, moderate. ",,,-4.5,5.7,,100%.,300-600,,,5.0,4.7,4,12,,,,
21.11.2020 17:00,4.8,757.6,758.4,,87,Wind blowing from the south-southwest,12,21,21,100%.,"Rain, not freezing, slight. ",,,,,,100%.,300-600,,,12.0,2.8,No precipitation,1,,,,
21.11.2020 14:00,4.9,761.5,762.2,,77,Wind blowing from the south-southwest,11,16,17,"90  or more, but not 100%",No significant weather observed. ,,,,,,50%.,600-1000,,,40.0,1.1,No precipitation,1,,,,
21.11.2020 11:00,-0.1,764.0,764.7,,98,Wind blowing from the south-southwest,4,7,13,"90  or more, but not 100%","Rain, freezing, slight. ",,,,,,"90  or more, but not 100%",600-1000,,,7.0,-0.4,No precipitation,1,,,,
21.11.2020 08:00,-4.3,765.9,766.6,,97,Wind blowing from the west-southwest,3,3,3,no clouds,No significant weather observed. ,,,-4.5,0.9,,,,,,40.0,-4.7,No precipitation,12,,,,
21.11.2020 05:00,-2.7,765.8,766.6,,98,Wind blowing from the west-southwest,2,3,4,no clouds,No significant weather observed. ,,,,,,,,,,35.0,-3.0,No precipitation,1,,,,
21.11.2020 02:00,-1.4,764.9,765.7,,95,Wind blowing from the west,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,45.0,-2.1,No precipitation,1,,,,
20.11.2020 23:00,-0.1,763.1,763.9,,91,Wind blowing from the west-northwest,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,50.0,-1.4,No precipitation,1,,,,
20.11.2020 20:00,0.9,760.8,761.5,,90,Wind blowing from the west-northwest,5,6,7,no clouds,No significant weather observed. ,,,-1.5,1.6,,,,,,45.0,-0.5,No precipitation,12,,,,
20.11.2020 17:00,1.5,757.6,758.4,,89,Wind blowing from the west,5,7,9,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,50.0,-0.2,No precipitation,1,,,,
20.11.2020 14:00,1.2,754.0,754.7,,90,Wind blowing from the west,6,9,9,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,,,,,,60%.,300-600,,,50.0,-0.3,No precipitation,1,,,,
20.11.2020 11:00,-0.2,751.7,752.5,,88,Wind blowing from the west-northwest,5,9,10,40%.,No significant weather observed. ,,,,,,40%.,300-600,,,40.0,-2.0,No precipitation,1,,,,
20.11.2020 08:00,-1.2,749.0,749.8,,91,Wind blowing from the west-southwest,5,9,10,no clouds,No significant weather observed. ,,,-1.3,6.8,,,,,,45.0,-2.5,3,12,,,,
20.11.2020 05:00,-0.1,748.0,748.7,,88,Wind blowing from the west-southwest,5,7,8,no clouds,No significant weather observed. ,,,,,,,,,,45.0,-1.8,No precipitation,1,,,,
20.11.2020 02:00,1.1,745.8,746.5,,94,Wind blowing from the west,5,8,9,100%.,"Rain (or drizzle) and snow, slight. ",,,,,,100%.,200-300,,,3.9,0.3,0.5,1,,,,
19.11.2020 23:00,3.7,742.3,743.0,,88,Wind blowing from the west,4,8,9,"90  or more, but not 100%",Precipitation ,,,,,,"90  or more, but not 100%",300-600,,,50.0,1.9,No precipitation,1,,,,
19.11.2020 20:00,6.8,740.1,740.8,,90,Wind blowing from the south-west,7,,19,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,6.8,10.6,,"90  or more, but not 100%",300-600,,,27.0,5.3,8,12,,,,
19.11.2020 17:00,9.4,740.3,741.0,,78,Wind blowing from the south-west,12,19,20,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,600-1000,,,16.0,5.7,0.4,1,,,,
19.11.2020 14:00,9.9,740.2,740.8,,89,Wind blowing from the south-west,10,17,22,"90  or more, but not 100%","Rain, not freezing, heavy. ",,,,,,"90  or more, but not 100%",300-600,,,4.1,8.2,0.9,1,,,,
19.11.2020 11:00,9.3,741.7,742.3,,94,Wind blowing from the south-southwest,14,20,23,100%.,"Drizzle, not freezing, moderate. ",,,,,,100%.,200-300,,,6.0,8.4,0.2,1,,,,
