# Weather station Cairo (airport), Egypt, WMO_ID=62366,selection from 06.01.2019 till 15.10.2021, all days
# Encoding: ANSI
# The data is provided by the website Reliable Prognosis, rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=62366&lang=en
#
Local time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.12.2020 05:00,16.8,756.4,762.1,-0.6,28,Wind blowing from the south,4,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2,-1.8,,,,,,
11.12.2020 02:00,14.4,757,762.8,-0.7,44,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2,2.3,,,,,,
10.12.2020 23:00,16.7,757.7,763.4,-0.2,39,Wind blowing from the south,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,2.6,,,,,,
10.12.2020 20:00,17.4,757.9,763.6,0.7,31,Wind blowing from the east-southeast,4,,,no clouds, ,,,,22.7,,,,,,10,0.2,,,,,,
10.12.2020 17:00,21.4,757.2,762.8,,19,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,10,-3.1,,,,,,
10.12.2020 08:00,13.4,760,765.8,0,69,Wind blowing from the north-east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,,,,,,,6,7.8,,,,,,
10.12.2020 05:00,12.4,760,765.8,-0.2,71,Wind blowing from the east-northeast,4,,,no clouds, ,,,,,,,,,,10,7.3,,,,,,
10.12.2020 02:00,14.3,760.2,766,-0.7,61,Wind blowing from the east,4,,,no clouds, ,,,,,,,,,,10,6.9,,,,,,
09.12.2020 23:00,14.9,760.9,766.7,0.3,57,Wind blowing from the east-northeast,2,,,no clouds, ,,,,,,,,,,10,6.5,,,,,,
09.12.2020 20:00,17.1,760.6,766.4,0.9,50,Wind blowing from the east-northeast,4,,,no clouds, ,,,,23.4,,,,,,10,6.6,,,,,,
09.12.2020 17:00,20.9,759.7,765.4,0,39,Wind blowing from the north,4,,,no clouds, ,,,,,,,,,,10,6.4,,,,,,
09.12.2020 14:00,23.3,759.7,765.3,-1.3,32,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,10,5.7,,,,,,
09.12.2020 11:00,21,761,766.7,-0.1,43,Wind blowing from the north-east,2,,,no clouds, ,,,,,,,,,,10,8,,,,,,
09.12.2020 08:00,15.3,761.1,766.9,0.7,69,Wind blowing from the north-east,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,9.7,,,,,,
09.12.2020 05:00,14.5,760.4,766.2,-0.1,68,Wind blowing from the east,4,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.6,,,,,,
09.12.2020 02:00,14.9,760.5,766.3,,65,Wind blowing from the east,2,,,20�30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.4,,,,,,
08.12.2020 20:00,18.4,760.4,766.1,1.4,58,Wind blowing from the east-northeast,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.5,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10,,,,,,
08.12.2020 17:00,21.4,759,764.7,0.4,50,Wind blowing from the north-west,3,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.6,,,,,,
08.12.2020 14:00,23.2,758.6,764.2,,51,Wind blowing from the north-west,3,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,12.5,,,,,,
08.12.2020 05:00,15.7,758.3,764.1,0.8,66,Wind blowing from the south-southwest,4,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,9.4,,,,,,
08.12.2020 02:00,17,757.5,763.2,0.6,55,Wind blowing from the west,2,,,70 � 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",4,7.9,,,,,,
07.12.2020 23:00,18.8,756.9,762.6,1,36,Wind blowing from the west-southwest,4,,,70 � 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,3.4,,,,,,
07.12.2020 20:00,22.5,755.9,761.5,0.9,22,Wind blowing from the south,5,,,70 � 80%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,27.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",4,-0.3,Trace of precipitation,12,,,,
07.12.2020 17:00,24,755,760.6,0.7,20,Wind blowing from the south-southwest,6,,,70 � 80%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",4,-0.3,,,,,,
07.12.2020 14:00,27.4,754.3,759.8,,16,Wind blowing from the south,11,,,70 � 80%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,-0.2,Trace of precipitation,6,,,,
07.12.2020 11:00,25.2,755.8,761.4,,16,Wind blowing from the west,6,,,70 � 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,-2.4,,,,,,
07.12.2020 08:00,17.1,757,762.7,,50,Wind blowing from the north-east,4,,,50%., ,,,15.4,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,,10,6.6,,,,,,
07.12.2020 05:00,15.6,756.1,761.8,,44,Wind blowing from the east,4,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,3.3,,,,,,
06.12.2020 23:00,16.9,757.4,763.1,-0.2,45,Wind blowing from the south-east,4,,,no clouds, ,,,,,,,,,,10,4.9,,,,,,
06.12.2020 20:00,18.4,757.6,763.3,,36,Wind blowing from the east,3,,,no clouds, ,,,,23.4,,,,,,10,3.1,,,,,,
06.12.2020 14:00,23.2,756.7,762.3,-1.3,25,Wind blowing from the west-southwest,1,,,no clouds, ,,,,,,,,,,10,2.1,,,,,,
06.12.2020 11:00,20.3,758,763.7,,47,Wind blowing from the south-west,3,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,8.6,,,,,,
06.12.2020 05:00,14,757.4,763.2,0.1,70,Wind blowing from the south-southeast,3,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,8.6,,,,,,
06.12.2020 02:00,15,757.3,763.1,,64,Wind blowing from the south-east,2,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.3,,,,,,
05.12.2020 17:00,20.8,755.9,761.5,0.3,32,Wind blowing from the north-west,3,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,3.6,,,,,,
05.12.2020 14:00,22.8,755.6,761.2,,31,Wind blowing from the west,5,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,4.8,,,,,,
05.12.2020 05:00,15.1,756,761.8,0.3,57,"Calm, no wind",0,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,6.7,,,,,,
05.12.2020 02:00,16.7,755.7,761.4,-0.4,52,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,6.8,,,,,,
04.12.2020 23:00,17.4,756.1,761.8,,52,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,7.3,,,,,,
04.12.2020 17:00,20.2,755.8,761.5,0,38,Wind blowing from the south-southwest,3,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,5.4,,,,,,
04.12.2020 14:00,21.4,755.8,761.4,-0.9,37,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,6,,,,,,
04.12.2020 11:00,20.6,756.7,762.4,-0.3,45,Wind blowing from the south,4,,,20�30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,8.2,,,,,,
04.12.2020 08:00,16.3,757,762.7,0.7,60,"Calm, no wind",0,,,20�30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,8.4,,,,,,
04.12.2020 05:00,14.4,756.3,762.1,-0.3,62,Wind blowing from the south,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,7.1,,,,,,
04.12.2020 02:00,15.7,756.6,762.3,-0.5,56,Wind blowing from the south-southeast,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,7,,,,,,
03.12.2020 23:00,16.3,757.1,762.8,0.2,55,Wind blowing from the north-east,4,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,7.3,,,,,,
03.12.2020 20:00,19.1,756.9,762.6,0.4,43,Wind blowing from the east,1,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.7,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,6.2,,,,,,
