# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website Reliable Prognosis, rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.09.2020 15:00,14.9,762.4,763.1,,65,Wind blowing from the south-west,7,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,1000-1500,,,40,8.4,No precipitation,1,,,,
20.09.2020 12:00,13.8,764.2,764.8,,64,Wind blowing from the west,5,9,9,no clouds,No significant weather observed. ,,,,,,,,,,45,7,No precipitation,1,,,,
20.09.2020 09:00,7.7,765,765.7,,99,Wind blowing from the west,2,4,5,no clouds,No significant weather observed. ,,,4.3,10.7,,,,,,35,7.5,No precipitation,12,,,,
20.09.2020 06:00,5,765.1,765.8,,99,Wind blowing from the west,3,4,5,no clouds,No significant weather observed. ,,,,,,,,,,28,4.8,No precipitation,1,,,,
20.09.2020 03:00,5.8,765.1,765.8,,96,Wind blowing from the west,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,26,5.2,No precipitation,1,,,,
20.09.2020 00:00,8.4,764.7,765.4,,84,Wind blowing from the west-northwest,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,40,5.9,No precipitation,1,,,,
19.09.2020 21:00,10.7,764.2,764.9,,70,Wind blowing from the west-northwest,4,7,9,no clouds,No significant weather observed. ,,,8.8,15.1,,,,,,40,5.3,No precipitation,12,,,,
19.09.2020 18:00,14,763.2,763.9,,52,Wind blowing from the west-northwest,7,12,12,no clouds,No significant weather observed. ,,,,,,,,,,45,4.3,No precipitation,1,,,,
19.09.2020 15:00,14.7,762.8,763.5,,54,Wind blowing from the north-west,6,9,11,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,35,5.5,No precipitation,1,,,,
19.09.2020 12:00,12.4,763,763.6,,64,Wind blowing from the west,7,10,10,20–30%.,No significant weather observed. ,,,,,,20–30%.,600-1000,,,40,5.8,No precipitation,1,,,,
19.09.2020 09:00,8.8,762.9,763.6,,83,Wind blowing from the west-northwest,4,6,8,no clouds,No significant weather observed. ,,,7.1,12.7,,,,,,30,6,No precipitation,12,,,,
19.09.2020 06:00,7.5,762.4,763.1,,88,Wind blowing from the west-northwest,4,6,7,no clouds,No significant weather observed. ,,,,,,,,,,40,5.6,No precipitation,1,,,,
19.09.2020 03:00,9.2,762.3,763,,84,Wind blowing from the west-northwest,4,6,6,no clouds,No significant weather observed. ,,,,,,,,,,45,6.6,No precipitation,1,,,,
19.09.2020 00:00,11.6,761.5,762.2,,79,Wind blowing from the west-northwest,5,9,9,no clouds,No significant weather observed. ,,,,,,,,,,45,8,No precipitation,1,,,,
18.09.2020 21:00,12.7,760.6,761.2,,75,Wind blowing from the west,5,8,8,20–30%.,No significant weather observed. ,,,7.2,15.1,,20–30%.,"2500 or more, or no clouds.",,,45,8.3,No precipitation,12,,,,
18.09.2020 18:00,14.1,760.7,761.4,,68,Wind blowing from the south-west,4,7,8,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,40,8.3,No precipitation,1,,,,
18.09.2020 15:00,14.3,762,762.7,,59,Wind blowing from the south-west,5,7,10,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,1000-1500,,,40,6.3,No precipitation,1,,,,
18.09.2020 12:00,11.5,763.6,764.2,,61,Wind blowing from the west-northwest,4,8,9,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,40,4.2,No precipitation,1,,,,
18.09.2020 09:00,7.2,763.5,764.2,,78,Wind blowing from the north-northwest,5,8,8,40%.,No significant weather observed. ,,,6.1,10.4,,,"2500 or more, or no clouds.",,,50,3.6,No precipitation,12,,,,
18.09.2020 06:00,6.2,763.1,763.8,,87,Wind blowing from the north-west,4,7,9,no clouds,No significant weather observed. ,,,,,,,,,,45,4.1,No precipitation,1,,,,
18.09.2020 03:00,7.5,762.7,763.3,,75,Wind blowing from the north-west,5,7,10,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,45,3.3,No precipitation,1,,,,
18.09.2020 00:00,9.3,761.6,762.4,,66,Wind blowing from the north-northwest,6,11,15,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,50,3.2,No precipitation,1,,,,
17.09.2020 21:00,10.4,759.7,760.4,,61,Wind blowing from the north-northwest,12,21,21,"90  or more, but not 100%",No significant weather observed. ,,,8.2,10.4,,"90  or more, but not 100%",1000-1500,,,40,3.1,No precipitation,12,,,,
17.09.2020 18:00,9.8,757.3,758,,76,Wind blowing from the north,12,23,23,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,"90  or more, but not 100%",600-1000,,,30,5.7,No precipitation,1,,,,
17.09.2020 15:00,9.6,754.6,755.2,,81,Wind blowing from the north-northwest,11,19,20,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,300-600,,,12,6.5,No precipitation,1,,,,
17.09.2020 12:00,9.5,752.4,753.1,,77,Wind blowing from the north-northwest,10,20,20,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,600-1000,,,29,5.6,No precipitation,1,,,,
17.09.2020 09:00,8.1,751.1,751.8,,83,Wind blowing from the north-west,8,13,16,100%.,"Rain shower(s) or intermittent rain, slight. ",,,7.6,13.5,,100%.,300-600,,,28,5.4,No precipitation,12,,,,
17.09.2020 06:00,9,751.1,751.8,,78,Wind blowing from the west-northwest,8,15,15,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,17,5.4,No precipitation,1,,,,
17.09.2020 03:00,9.2,752.6,753.3,,74,Wind blowing from the west-northwest,7,11,15,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,45,4.8,No precipitation,1,,,,
17.09.2020 00:00,10.4,753.2,753.9,,76,Wind blowing from the west-northwest,7,11,15,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,45,6.3,No precipitation,1,,,,
16.09.2020 21:00,13.5,752.9,753.5,,90,Wind blowing from the west-northwest,7,11,11,100%.,"Rain shower(s) or intermittent rain, slight. ",,,13.4,17.2,,100%.,200-300,,,27,11.9,0.3,12,,,,
16.09.2020 18:00,16.4,752.9,753.5,,87,Wind blowing from the south-west,5,9,9,"90  or more, but not 100%",No significant weather observed. ,,,,,,70 – 80%.,200-300,,,13,14.2,No precipitation,1,,,,
16.09.2020 15:00,16.2,754.6,755.3,,91,Wind blowing from the south,2,5,6,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",200-300,,,13,14.8,No precipitation,1,,,,
16.09.2020 12:00,14.5,756.8,757.5,,97,Wind blowing from the south-southeast,4,6,9,100%.,Mist. ,,,,,,100%.,50-100,,,7,14.1,No precipitation,1,,,,
16.09.2020 09:00,13.4,759.3,760,,99,Wind blowing from the south-southeast,4,6,9,100%.,Mist. ,,,11.4,13.4,,100%.,50-100,,,6,13.2,0.2,12,,,,
16.09.2020 06:00,12.9,761.8,762.4,,97,Wind blowing from the south-east,5,9,9,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,100-200,,,5,12.4,0.1,1,,,,
16.09.2020 03:00,12.5,764.1,764.8,,99,Wind blowing from the east-southeast,3,5,5,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0",100-200,,,14,12.3,No precipitation,1,,,,
16.09.2020 00:00,11.6,765.1,765.8,,97,Wind blowing from the south,3,4,4,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,15,11.2,No precipitation,1,,,,
15.09.2020 21:00,12.5,765.7,766.4,,94,Wind blowing from the south-southwest,2,3,4,"90  or more, but not 100%",No significant weather observed. ,,,11.4,17.6,,"90  or more, but not 100%","2500 or more, or no clouds.",,,35,11.6,No precipitation,12,,,,
15.09.2020 18:00,15.5,765.7,766.3,,76,Wind blowing from the west-southwest,1,2,6,no clouds,No significant weather observed. ,,,,,,,,,,40,11.2,No precipitation,1,,,,
15.09.2020 15:00,17.4,765.7,766.4,,57,Wind blowing from the north-northwest,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,35,8.8,No precipitation,1,,,,
15.09.2020 12:00,14,765.7,766.3,,69,Wind blowing from the west,3,5,5,"90  or more, but not 100%",No significant weather observed. ,,,,,,40%.,2000-2500,,,40,8.4,No precipitation,1,,,,
15.09.2020 09:00,11.4,765,765.7,,86,Wind blowing from the west,2,4,5,"90  or more, but not 100%",No significant weather observed. ,,,8.1,14.1,,"90  or more, but not 100%","2500 or more, or no clouds.",,,35,9.1,No precipitation,12,,,,
15.09.2020 06:00,9.6,764.4,765.1,,99,Wind blowing from the west,2,3,3,100%.,"Rain, not freezing, slight. ",,,,,,100%.,2000-2500,,,21,9.5,No precipitation,1,,,,
15.09.2020 03:00,9.1,764.2,764.8,,97,Wind blowing from the west,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,24,8.7,No precipitation,1,,,,
15.09.2020 00:00,11.3,763.3,764,,94,Wind blowing from the west,3,5,5,no clouds,No significant weather observed. ,,,,,,,,,,35,10.3,No precipitation,1,,,,
14.09.2020 21:00,14,762.1,762.7,,85,Wind blowing from the west,4,6,6,no clouds,No significant weather observed. ,,,11,18.5,,,,,,35,11.5,No precipitation,12,,,,
14.09.2020 18:00,17.4,761.6,762.3,,58,Wind blowing from the west,6,10,10,"90  or more, but not 100%",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,40,9,No precipitation,1,,,,
14.09.2020 15:00,18,761.5,762.1,,55,Wind blowing from the west,6,9,9,40%.,No significant weather observed. ,,,,,,40%.,1000-1500,,,30,8.7,No precipitation,1,,,,
14.09.2020 12:00,15.9,760.8,761.5,,67,Wind blowing from the west,5,8,8,no clouds,No significant weather observed. ,,,,,,,,,,35,9.7,No precipitation,1,,,,
14.09.2020 09:00,10.9,759.5,760.3,,99,Wind blowing from the west,3,6,6,no clouds,No significant weather observed. ,,,7.2,12,,,,,,26,10.8,No precipitation,12,,,,
14.09.2020 06:00,7.9,758.5,759.2,,97,Wind blowing from the west-northwest,2,3,5,no clouds,Mist. ,,,,,,,,,,5,7.5,No precipitation,1,,,,
14.09.2020 03:00,9.2,757.9,758.5,,98,Wind blowing from the west-southwest,3,4,4,20–30%.,No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,11,8.9,No precipitation,1,,,,
14.09.2020 00:00,11.8,757.4,758.1,,91,Wind blowing from the west-southwest,4,6,7,no clouds,No significant weather observed. ,,,,,,,,,,18,10.4,No precipitation,1,,,,
13.09.2020 21:00,12,757.3,757.9,,78,Wind blowing from the south-west,4,6,8,no clouds,No significant weather observed. ,,,11.9,16.4,,,,,,30,8.2,No precipitation,12,,,,
13.09.2020 18:00,14.8,756.4,757.1,,59,Wind blowing from the west-southwest,7,11,14,no clouds,No significant weather observed. ,,,,,,,,,,35,6.8,No precipitation,1,,,,
13.09.2020 15:00,16.3,755.4,756.1,,54,Wind blowing from the west-southwest,7,11,13,no clouds,No significant weather observed. ,,,,,,,,,,40,6.9,No precipitation,1,,,,
13.09.2020 12:00,14,754.1,754.8,,62,Wind blowing from the west,8,12,15,20–30%.,No significant weather observed. ,,,,,,20–30%.,600-1000,,,40,6.7,No precipitation,1,,,,
13.09.2020 09:00,11.9,752.5,753.2,,75,Wind blowing from the west-southwest,8,14,14,no clouds,No significant weather observed. ,,,11.2,14.1,,,,,,29,7.6,16,12,,,,
13.09.2020 06:00,11.3,751,751.7,,86,Wind blowing from the south-west,7,10,,no clouds,No significant weather observed. ,,,,,,,,,,30,9.1,No precipitation,1,,,,
13.09.2020 03:00,11.7,750.4,751.1,,92,Wind blowing from the west-southwest,7,11,11,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",300-600,,,30,10.4,No precipitation,1,,,,
13.09.2020 00:00,13.1,749.8,750.5,,97,Wind blowing from the west-southwest,7,11,15,100%.,"Rain, not freezing, heavy. ",,,,,,100%.,100-200,,,1.1,12.7,14,1,,,,
12.09.2020 21:00,13.5,752.2,752.8,,94,Wind blowing from the south-southwest,6,11,12,100%.,"Rain, not freezing, slight. ",,,13.1,15.3,,60%.,600-1000,,,9,12.6,9,12,,,,
12.09.2020 18:00,13.5,754.5,755.2,,97,Wind blowing from the south-southwest,8,11,11,100%.,"Rain, not freezing, slight. ",,,,,,100%.,200-300,,,6,13,6,1,,,,
12.09.2020 15:00,14.3,756.3,757,,91,Wind blowing from the south-southwest,7,12,16,100%.,"Rain, not freezing, slight. ",,,,,,100%.,300-600,,,10,12.9,0.3,1,,,,
12.09.2020 12:00,15.2,756.5,757.2,,84,Wind blowing from the south-southwest,8,15,15,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,,,,,,"90  or more, but not 100%",300-600,,,20,12.5,0.1,1,,,,
12.09.2020 09:00,13.6,756.9,757.6,,90,Wind blowing from the south-southwest,8,12,14,100%.,No significant weather observed. ,,,9.5,13.6,,50%.,300-600,,,24,12,1,12,,,,
12.09.2020 06:00,12.9,757.5,758.2,,92,Wind blowing from the south-southwest,6,,,100%.,No significant weather observed. ,,,,,,20–30%.,300-600,,,26,11.6,0.2,1,,,,
12.09.2020 03:00,12.8,757.9,758.5,,81,Wind blowing from the south-southwest,4,6,7,"90  or more, but not 100%",No significant weather observed. ,,,,,,40%.,1500-2000,,,30,9.6,No precipitation,1,,,,
12.09.2020 00:00,9.9,758.8,759.4,,95,Wind blowing from the south-southwest,3,4,4,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,45,9.1,No precipitation,1,,,,
11.09.2020 21:00,9.6,758.9,759.6,,90,Wind blowing from the south-southwest,3,4,5,"10%  or less, but not 0",No significant weather observed. ,,,9.6,16.2,,"10%  or less, but not 0",1000-1500,,,50,8,No precipitation,12,,,,
11.09.2020 18:00,14.6,759,759.7,,57,Wind blowing from the south-west,5,9,,no clouds,No significant weather observed. ,,,,,,,,,,45,6.1,No precipitation,1,,,,
11.09.2020 15:00,15.5,758.9,759.6,,48,Wind blowing from the west,4,7,8,"90  or more, but not 100%",Rain (not freezing). ,,,,,,"90  or more, but not 100%",1500-2000,,,35,4.6,No precipitation,1,,,,
11.09.2020 12:00,13.7,758.7,759.4,,63,Wind blowing from the west-southwest,4,8,8,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,50,6.8,No precipitation,1,,,,
11.09.2020 09:00,10.1,758.3,759,,83,Wind blowing from the west-southwest,3,5,5,"90  or more, but not 100%",No significant weather observed. ,,,7.8,11.8,,"90  or more, but not 100%","2500 or more, or no clouds.",,,35,7.4,No precipitation,12,,,,
11.09.2020 06:00,8.4,757.8,758.5,,89,Wind blowing from the west-southwest,3,4,6,no clouds,No significant weather observed. ,,,,,,,,,,45,6.7,No precipitation,1,,,,
11.09.2020 03:00,10,756.2,757,,81,Wind blowing from the west,5,7,7,no clouds,No significant weather observed. ,,,,,,,,,,45,6.9,No precipitation,1,,,,
11.09.2020 00:00,10.6,754.9,755.6,,77,Wind blowing from the west,6,9,9,no clouds,No significant weather observed. ,,,,,,,,,,50,6.6,No precipitation,1,,,,
10.09.2020 21:00,11.6,753.2,753.9,,68,Wind blowing from the west,6,9,11,no clouds,No significant weather observed. ,,,11.6,15,,,,,,50,5.9,No precipitation,12,,,,
10.09.2020 18:00,13.9,750.6,751.3,,60,Wind blowing from the west,10,17,19,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,40,6.1,No precipitation,1,,,,
10.09.2020 15:00,14.6,748,748.7,,54,Wind blowing from the west,11,19,19,50%.,No significant weather observed. ,,,,,,50%.,1000-1500,,,35,5.4,No precipitation,1,,,,
10.09.2020 12:00,13.1,745.8,746.5,,72,Wind blowing from the west,8,15,19,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,40,8.1,No precipitation,1,,,,
10.09.2020 09:00,11.6,743.4,744.1,,80,Wind blowing from the west,7,12,,70 – 80%.,No significant weather observed. ,,,10.9,15.9,,70 – 80%.,600-1000,,,40,8.3,7,12,,,,
10.09.2020 06:00,11.8,742.6,743.3,,92,Wind blowing from the west-southwest,6,9,10,60%.,No significant weather observed. ,,,,,,60%.,300-600,,,50,10.5,No precipitation,1,,,,
10.09.2020 03:00,14.5,742.8,743.5,,90,Wind blowing from the west-southwest,7,11,11,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,35,12.8,No precipitation,1,,,,
10.09.2020 00:00,15.5,744.1,744.8,,99,Wind blowing from the west-southwest,4,8,10,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,200-300,,,10,15.3,1,1,,,,
09.09.2020 21:00,13.3,748.3,749,,97,Wind blowing from the south,5,11,11,100%.,"Rain shower(s) or intermittent rain, slight. ",,,11.8,16.3,,100%.,200-300,,,14,12.9,3,12,,,,
09.09.2020 18:00,13.2,752.2,752.8,,92,Wind blowing from the south-southwest,6,9,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,300-600,,,10,11.9,0.1,1,,,,
09.09.2020 15:00,14.7,754.4,755.1,,93,Wind blowing from the south-west,4,7,,"90  or more, but not 100%","Rain shower(s) or intermittent rain, moderate. ",,,,,,50%.,300-600,,,9,13.5,0.7,1,,,,
09.09.2020 12:00,15.8,755.5,756.2,,80,Wind blowing from the south,4,7,7,70 – 80%.,No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,35,12.3,No precipitation,1,,,,
09.09.2020 09:00,11.8,755.7,756.4,,96,Wind blowing from the west-northwest,2,4,5,no clouds,No significant weather observed. ,,,9.5,13,,,,,,35,11.2,No precipitation,12,,,,
09.09.2020 06:00,9.9,755.5,756.1,,97,Wind blowing from the west,3,4,6,no clouds,No significant weather observed. ,,,,,,,,,,40,9.4,No precipitation,1,,,,
09.09.2020 03:00,10.7,754.7,755.4,,96,Wind blowing from the west-northwest,4,6,6,no clouds,No significant weather observed. ,,,,,,,,,,40,10.1,No precipitation,1,,,,
09.09.2020 00:00,12.1,753.1,753.7,,94,Wind blowing from the west-northwest,5,7,8,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,50,11.1,No precipitation,1,,,,
08.09.2020 21:00,13.1,751.3,751.9,,93,Wind blowing from the west-northwest,4,7,7,"90  or more, but not 100%",No significant weather observed. ,,,12,15.1,,"90  or more, but not 100%",300-600,,,50,12,9,12,,,,
08.09.2020 18:00,12.9,750.6,751.3,,97,Wind blowing from the south,4,,,100%.,"Rain, not freezing, slight. ",,,,,,100%.,200-300,,,14,12.5,2,1,,,,
08.09.2020 15:00,12.5,752.8,753.5,,96,Wind blowing from the south-southwest,5,,18,100%.,"Rain, not freezing, slight. ",,,,,,100%.,600-1000,,,13,11.8,4,1,,,,
08.09.2020 12:00,14.8,754.6,755.3,,85,Wind blowing from the south-southwest,7,14,14,"90  or more, but not 100%",Rain (not freezing). ,,,,,,"90  or more, but not 100%",300-600,,,35,12.3,No precipitation,1,,,,
08.09.2020 09:00,12.8,756.6,757.3,,100,Wind blowing from the south-southwest,5,8,8,"90  or more, but not 100%",No significant weather observed. ,,,5.4,12.8,,40%.,300-600,,,30,12.8,No precipitation,12,,,,
08.09.2020 06:00,5.5,758.1,758.8,,99,Wind blowing from the south-southeast,2,2,3,no clouds,No significant weather observed. ,,,,,,,,,,24,5.4,No precipitation,1,,,,
08.09.2020 03:00,6.5,759,759.7,,99,Wind blowing from the west-southwest,2,3,3,no clouds,No significant weather observed. ,,,,,,,,,,23,6.4,No precipitation,1,,,,
08.09.2020 00:00,8.5,759.7,760.5,,99,Wind blowing from the south-west,2,3,3,no clouds,No significant weather observed. ,,,,,,,,,,13,8.4,No precipitation,1,,,,
07.09.2020 21:00,11,760.1,760.8,,96,Wind blowing from the south-west,2,3,4,no clouds,No significant weather observed. ,,,11,18,,,,,,35,10.4,2,12,,,,
07.09.2020 18:00,15.2,759.8,760.5,,70,Wind blowing from the south-southwest,4,9,9,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",2000-2500,,,40,9.8,No precipitation,1,,,,
07.09.2020 15:00,16.8,759.9,760.6,,64,Wind blowing from the south-west,6,9,10,60%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",2000-2500,,,35,10,No precipitation,1,,,,
07.09.2020 12:00,14.8,759.4,760,,87,Wind blowing from the south-southwest,4,6,6,"90  or more, but not 100%","Rain, not freezing, moderate. ",,,,,,70 – 80%.,600-1000,,,7,12.6,No precipitation,1,,,,
07.09.2020 09:00,12.6,758.6,759.4,,99,Wind blowing from the west-southwest,3,4,5,"10%  or less, but not 0",No significant weather observed. ,,,8.4,12.8,,"10%  or less, but not 0","2500 or more, or no clouds.",,,26,12.4,5,12,,,,
07.09.2020 06:00,8.7,758.1,758.8,,99,Wind blowing from the south-west,2,3,4,no clouds,Mist. ,,,,,,,,,,9,8.6,No precipitation,1,,,,
07.09.2020 03:00,9.6,757.6,758.2,,99,Wind blowing from the south-southwest,4,7,7,20–30%.,Rain (not freezing). ,,,,,,20–30%.,"2500 or more, or no clouds.",,,8,9.5,0.3,1,,,,
07.09.2020 00:00,9.6,757.2,757.9,,98,Wind blowing from the south,4,5,5,no clouds,Drizzle (not freezing) or snow grains. ,,,,,,,,,,6,9.3,No precipitation,1,,,,
06.09.2020 21:00,13,757.3,758,,83,Wind blowing from the west-southwest,6,10,10,"90  or more, but not 100%","Rain, not freezing, moderate. ",,,12.4,17.3,,40%.,600-1000,,,5,10.2,3,12,,,,
